SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,Local,MISTEM_NAME,MISTEM_CODE,ELAGr3Prof31aCnt,ELAGr3Prof31a,ELAGr3NotProf31aCnt,ELAGr3NotProf31a,MathGr8Prof31aCnt,MathGr8Prof31a,MathGr8NotProf31aCnt,MathGr8NotProf31a,CollegeReady31aCnt,CollegeReady31a,CollegeNotReadyCnt,CollegeNotReady
20 - 21 School Year,53,West Shore Educational Service District,53020,Mason County Eastern Schools,00000,All Buildings,53,Mason,LEA District,Rural: Distant,West Central Region,9,< 10,26.1,17,73.9,< 10,31.3,11,68.8,25,43.1,33,56.9
20 - 21 School Year,53,West Shore Educational Service District,53040,Ludington Area School District,00000,All Buildings,53,Mason,LEA District,Town: Remote,West Central Region,9,43,38.1,70,61.9,33,33.3,66,66.7,61,44.9,75,55.1
20 - 21 School Year,53,West Shore Educational Service District,53901,Gateway To Success Academy,00000,All Buildings,53,Mason,PSA District,Rural: Distant,West Central Region,9,N/A,N/A,N/A,N/A,< 10,< 5,< 10,> 95,< 10,18.8,13,81.3
20 - 21 School Year,53,West Shore Educational Service District,64040,Hart Public School District,00000,All Buildings,53,Mason,LEA District,Town: Distant,West Central Region,9,14,18.9,60,81.1,17,22.1,60,77.9,45,32.6,93,67.4
20 - 21 School Year,53,West Shore Educational Service District,64070,Pentwater Public School District,00000,All Buildings,53,Mason,LEA District,Rural: Distant,West Central Region,9,< 10,23.1,10,76.9,< 10,57.1,< 10,42.9,18,50,18,50
20 - 21 School Year,53,West Shore Educational Service District,64080,Shelby Public Schools,00000,All Buildings,53,Mason,LEA District,Rural: Distant,West Central Region,9,16,20.8,61,79.2,11,15.9,58,84.1,53,28.2,135,71.8
20 - 21 School Year,53,West Shore Educational Service District,64090,Walkerville Public Schools,00000,All Buildings,53,Mason,LEA District,Rural: Remote,West Central Region,9,< 10,18.8,13,81.3,< 10,20,< 10,80,< 10,< 5,22,> 95
20 - 21 School Year,54,Mecosta-Osceola ISD,54000,Mecosta-Osceola ISD  - District created from ISD,00000,All Buildings,54,Mecosta,ISD District,Town: Distant,West Central Region,9,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,54,Mecosta-Osceola ISD,54010,Big Rapids Public Schools,00000,All Buildings,54,Mecosta,LEA District,Town: Distant,West Central Region,9,41,50.6,40,49.4,17,15.5,93,84.5,52,36.1,92,63.9
20 - 21 School Year,54,Mecosta-Osceola ISD,54025,Chippewa Hills School District,00000,All Buildings,54,Mecosta,LEA District,Rural: Remote,West Central Region,9,29,37.2,49,62.8,20,18.3,89,81.7,65,30.7,147,69.3
20 - 21 School Year,54,Mecosta-Osceola ISD,54040,Morley Stanwood Community Schools,00000,All Buildings,54,Mecosta,LEA District,Rural: Distant,West Central Region,9,21,30.9,47,69.1,24,33.3,48,66.7,19,15.3,105,84.7
20 - 21 School Year,54,Mecosta-Osceola ISD,54901,Crossroads Charter Academy,00000,All Buildings,54,Mecosta,PSA District,Town: Distant,West Central Region,9,11,32.4,23,67.6,10,33.3,20,66.7,< 10,30,21,70
20 - 21 School Year,54,Mecosta-Osceola ISD,67020,Evart Public Schools,00000,All Buildings,54,Mecosta,LEA District,Rural: Remote,West Central Region,9,20,39.2,31,60.8,24,38.1,39,61.9,35,34.3,67,65.7
20 - 21 School Year,54,Mecosta-Osceola ISD,67060,Reed City Area Public Schools,00000,All Buildings,54,Mecosta,LEA District,Rural: Distant,West Central Region,9,27,32.9,55,67.1,21,28,54,72,49,27.5,129,72.5
20 - 21 School Year,55,Menominee ISD,55010,Carney-Nadeau Public Schools,00000,All Buildings,55,Menominee,LEA District,Rural: Remote,906- Central Region,15,< 10,< 5,< 10,> 95,< 10,12.5,14,87.5,< 10,30,21,70
20 - 21 School Year,55,Menominee ISD,55100,Menominee Area Public Schools,00000,All Buildings,55,Menominee,LEA District,Town: Distant,906- Central Region,15,21,38.9,33,61.1,14,19.7,57,80.3,22,35.5,40,64.5
20 - 21 School Year,55,Menominee ISD,55115,North Central Area Schools,00000,All Buildings,55,Menominee,LEA District,Rural: Remote,906- Central Region,15,< 10,60,< 10,40,< 10,10,< 10,90,< 10,34.6,17,65.4
20 - 21 School Year,55,Menominee ISD,55120,Stephenson Area Public Schools,00000,All Buildings,55,Menominee,LEA District,Rural: Remote,906- Central Region,15,12,66.7,< 10,33.3,< 10,42.1,11,57.9,20,29.4,48,70.6
20 - 21 School Year,55,Menominee ISD,55900,Uplift Michigan Academy,00000,All Buildings,55,Menominee,PSA District,Rural: Remote,906- Central Region,15,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,10,< 10,90
20 - 21 School Year,56,Midland County Educational Service Agency,56000,Midland County Educational Service Agency  - District created from ISD,00000,All Buildings,56,Midland,ISD District,City: Small,East Central Michigan Region,10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,56,Midland County Educational Service Agency,56010,Midland Public Schools,00000,All Buildings,56,Midland,LEA District,City: Small,East Central Michigan Region,10,129,41.2,184,58.8,169,40,254,60,410,48.8,430,51.2
20 - 21 School Year,56,Midland County Educational Service Agency,56020,Bullock Creek School District,00000,All Buildings,56,Midland,LEA District,Rural: Fringe,East Central Michigan Region,10,54,50.9,52,49.1,29,30.9,65,69.1,35,26.5,97,73.5
20 - 21 School Year,56,Midland County Educational Service Agency,56030,Coleman Community Schools,00000,All Buildings,56,Midland,LEA District,Rural: Distant,East Central Michigan Region,10,< 10,25.7,26,74.3,< 10,14.6,35,85.4,37,45.1,45,54.9
20 - 21 School Year,56,Midland County Educational Service Agency,56050,Meridian Public Schools,00000,All Buildings,56,Midland,LEA District,Rural: Fringe,East Central Michigan Region,10,21,33.3,42,66.7,19,19.8,77,80.2,17,32.7,35,67.3
20 - 21 School Year,56,Midland County Educational Service Agency,56901,Windover High School,00000,All Buildings,56,Midland,PSA District,City: Small,East Central Michigan Region,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,16.7,10,83.3
20 - 21 School Year,56,Midland County Educational Service Agency,56903,Academic and Career Education Academy,00000,All Buildings,56,Midland,PSA District,Rural: Fringe,East Central Michigan Region,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,14.3,12,85.7
20 - 21 School Year,58,Monroe ISD,58000,Monroe ISD  - District created from ISD,00000,All Buildings,58,Monroe,ISD District,Rural: Fringe,Southeast Region,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,51.9,26,48.1
20 - 21 School Year,58,Monroe ISD,58010,Monroe Public Schools,00000,All Buildings,58,Monroe,LEA District,Suburb: Small,Southeast Region,2,< 10,36.8,12,63.2,14,43.8,18,56.3,103,22.9,347,77.1
20 - 21 School Year,58,Monroe ISD,58020,Airport Community Schools,00000,All Buildings,58,Monroe,LEA District,Rural: Fringe,Southeast Region,2,61,51.3,58,48.7,32,21.8,115,78.2,86,36.1,152,63.9
20 - 21 School Year,58,Monroe ISD,58030,Bedford Public Schools,00000,All Buildings,58,Monroe,LEA District,Suburb: Large,Southeast Region,2,41,27.2,110,72.8,24,18.6,105,81.4,107,37.4,179,62.6
20 - 21 School Year,58,Monroe ISD,58050,Dundee Community Schools,00000,All Buildings,58,Monroe,LEA District,Town: Fringe,Southeast Region,2,43,44.8,53,55.2,32,32.7,66,67.3,96,42.1,132,57.9
20 - 21 School Year,58,Monroe ISD,58070,Ida Public School District,00000,All Buildings,58,Monroe,LEA District,Rural: Fringe,Southeast Region,2,22,46.8,25,53.2,18,23.7,58,76.3,40,33.9,78,66.1
20 - 21 School Year,58,Monroe ISD,58080,Jefferson Schools (Monroe),00000,All Buildings,58,Monroe,LEA District,Suburb: Small,Southeast Region,2,< 10,21.4,33,78.6,12,24.5,37,75.5,19,22.1,67,77.9
20 - 21 School Year,58,Monroe ISD,58090,Mason Consolidated Schools (Monroe),00000,All Buildings,58,Monroe,LEA District,Rural: Fringe,Southeast Region,2,19,36.5,33,63.5,35,41.7,49,58.3,44,34.4,84,65.6
20 - 21 School Year,58,Monroe ISD,58100,Summerfield Schools,00000,All Buildings,58,Monroe,LEA District,Rural: Distant,Southeast Region,2,18,56.3,14,43.8,< 10,15,17,85,< 10,8.3,22,91.7
20 - 21 School Year,58,Monroe ISD,58110,Whiteford Agricultural School District of the Counties of Lenawee and Monroe,00000,All Buildings,58,Monroe,LEA District,Rural: Fringe,Southeast Region,2,15,46.9,17,53.1,11,28.9,27,71.1,24,30,56,70
20 - 21 School Year,58,Monroe ISD,58901,New Bedford Academy,00000,All Buildings,58,Monroe,PSA District,Suburb: Large,Southeast Region,2,< 10,< 10,< 10,< 10,< 10,28.6,< 10,71.4,N/A,N/A,N/A,N/A
20 - 21 School Year,58,Monroe ISD,58902,Triumph Academy,00000,All Buildings,58,Monroe,PSA District,Rural: Fringe,Southeast Region,2,18,30,42,70,11,27.5,29,72.5,N/A,N/A,N/A,N/A
20 - 21 School Year,59,Montcalm Area ISD,41911,Flat River Academy,00000,All Buildings,59,Montcalm,PSA District,Rural: Fringe,Greater West Michigan Region,8,< 10,35.7,< 10,64.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,59,Montcalm Area ISD,59000,Montcalm Area ISD  - District created from ISD,00000,All Buildings,59,Montcalm,ISD District,Town: Distant,Greater West Michigan Region,8,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,17,70.8,< 10,29.2
20 - 21 School Year,59,Montcalm Area ISD,59020,Carson City-Crystal Area Schools,00000,All Buildings,59,Montcalm,LEA District,Rural: Remote,Greater West Michigan Region,8,< 10,25.8,23,74.2,< 10,< 5,25,> 95,28,21.5,102,78.5
20 - 21 School Year,59,Montcalm Area ISD,59045,Montabella Community Schools,00000,All Buildings,59,Montcalm,LEA District,Rural: Remote,Greater West Michigan Region,8,< 10,22.6,24,77.4,< 10,15,34,85,16,24.2,50,75.8
20 - 21 School Year,59,Montcalm Area ISD,59070,Greenville Public Schools,00000,All Buildings,59,Montcalm,LEA District,Town: Distant,Greater West Michigan Region,8,94,46.8,107,53.2,58,25.8,167,74.2,158,38.5,252,61.5
20 - 21 School Year,59,Montcalm Area ISD,59080,Tri County Area Schools,00000,All Buildings,59,Montcalm,LEA District,Rural: Distant,Greater West Michigan Region,8,28,26.7,77,73.3,19,19.6,78,80.4,103,42.2,141,57.8
20 - 21 School Year,59,Montcalm Area ISD,59090,Lakeview Community Schools (Montcalm),00000,All Buildings,59,Montcalm,LEA District,Rural: Distant,Greater West Michigan Region,8,23,51.1,22,48.9,< 10,12.2,43,87.8,14,17.9,64,82.1
20 - 21 School Year,59,Montcalm Area ISD,59125,Central Montcalm Public Schools,00000,All Buildings,59,Montcalm,LEA District,Rural: Distant,Greater West Michigan Region,8,16,22.5,55,77.5,21,25,63,75,58,34.1,112,65.9
20 - 21 School Year,59,Montcalm Area ISD,59150,Vestaburg Community Schools,00000,All Buildings,59,Montcalm,LEA District,Rural: Remote,Greater West Michigan Region,8,10,33.3,20,66.7,< 10,23.1,10,76.9,11,34.4,21,65.6
20 - 21 School Year,59,Montcalm Area ISD,59900,Success Virtual Learning Centers of Michigan,00000,All Buildings,59,Montcalm,PSA District,Rural: Remote,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,6.3,60,93.8
20 - 21 School Year,61,Muskegon Area ISD,61000,Muskegon Area ISD  - District created from ISD,00000,All Buildings,61,Muskegon,ISD District,City: Small,Greater West Michigan Region,8,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,61,Muskegon Area ISD,61010,"Muskegon, Public Schools of the City of",00000,All Buildings,61,Muskegon,LEA District,City: Small,Greater West Michigan Region,8,< 10,< 5,129,> 95,< 10,5.8,49,94.2,22,14.3,132,85.7
20 - 21 School Year,61,Muskegon Area ISD,61060,Mona Shores Public School District,00000,All Buildings,61,Muskegon,LEA District,Suburb: Midsize,Greater West Michigan Region,8,45,38.1,73,61.9,54,28.4,136,71.6,248,48.6,262,51.4
20 - 21 School Year,61,Muskegon Area ISD,61065,Oakridge Public Schools,00000,All Buildings,61,Muskegon,LEA District,Suburb: Midsize,Greater West Michigan Region,8,35,36.1,62,63.9,< 10,7.5,98,92.5,44,31.4,96,68.6
20 - 21 School Year,61,Muskegon Area ISD,61080,Fruitport Community Schools,00000,All Buildings,61,Muskegon,LEA District,Suburb: Midsize,Greater West Michigan Region,8,59,37.1,100,62.9,48,31.4,105,68.6,95,31,211,69
20 - 21 School Year,61,Muskegon Area ISD,61120,Holton Public Schools,00000,All Buildings,61,Muskegon,LEA District,Rural: Distant,Greater West Michigan Region,8,17,44.7,21,55.3,< 10,17.8,37,82.2,21,23.3,69,76.7
20 - 21 School Year,61,Muskegon Area ISD,61180,Montague Area Public Schools,00000,All Buildings,61,Muskegon,LEA District,Rural: Fringe,Greater West Michigan Region,8,28,33.7,55,66.3,29,34.5,55,65.5,48,30.8,108,69.2
20 - 21 School Year,61,Muskegon Area ISD,61190,Orchard View Schools,00000,All Buildings,61,Muskegon,LEA District,Rural: Fringe,Greater West Michigan Region,8,28,23.3,92,76.7,< 10,5.6,84,94.4,47,22.6,161,77.4
20 - 21 School Year,61,Muskegon Area ISD,61210,Ravenna Public Schools,00000,All Buildings,61,Muskegon,LEA District,Rural: Distant,Greater West Michigan Region,8,10,31.3,22,68.8,11,16.2,57,83.8,36,27.7,94,72.3
20 - 21 School Year,61,Muskegon Area ISD,61220,Reeths-Puffer Schools,00000,All Buildings,61,Muskegon,LEA District,Suburb: Midsize,Greater West Michigan Region,8,48,30.8,108,69.2,63,26.9,171,73.1,130,35.1,240,64.9
20 - 21 School Year,61,Muskegon Area ISD,61230,North Muskegon Public Schools,00000,All Buildings,61,Muskegon,LEA District,Suburb: Midsize,Greater West Michigan Region,8,< 10,< 10,< 10,< 10,18,37.5,30,62.5,63,54.3,53,45.7
20 - 21 School Year,61,Muskegon Area ISD,61240,Whitehall District Schools,00000,All Buildings,61,Muskegon,LEA District,Town: Fringe,Greater West Michigan Region,8,45,47.4,50,52.6,41,35,76,65,103,37.3,173,62.7
20 - 21 School Year,61,Muskegon Area ISD,61900,Muskegon Montessori Academy for Environmental Change,00000,All Buildings,61,Muskegon,PSA District,Suburb: Midsize,Greater West Michigan Region,8,< 10,28.6,15,71.4,< 10,60,< 10,40,N/A,N/A,N/A,N/A
20 - 21 School Year,61,Muskegon Area ISD,61902,Timberland Academy,00000,All Buildings,61,Muskegon,PSA District,Suburb: Midsize,Greater West Michigan Region,8,13,21,49,79,< 10,6.9,27,93.1,N/A,N/A,N/A,N/A
20 - 21 School Year,61,Muskegon Area ISD,61904,Three Oaks Public School Academy,00000,All Buildings,61,Muskegon,PSA District,City: Small,Greater West Michigan Region,8,< 10,12.8,41,87.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,61,Muskegon Area ISD,61905,Muskegon Heights Public School Academy System,00000,All Buildings,61,Muskegon,PSA District,Suburb: Midsize,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,61,Muskegon Area ISD,61906,Muskegon Covenant Academy,00000,All Buildings,61,Muskegon,PSA District,City: Small,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10
20 - 21 School Year,62,Newaygo County RESA,62040,Fremont Public School District,00000,All Buildings,62,Newaygo,LEA District,Rural: Fringe,Greater West Michigan Region,8,39,36.8,67,63.2,32,25.6,93,74.4,88,30.1,204,69.9
20 - 21 School Year,62,Newaygo County RESA,62050,Grant Public School District,00000,All Buildings,62,Newaygo,LEA District,Rural: Distant,Greater West Michigan Region,8,18,21.2,67,78.8,35,31.3,77,68.8,38,24.1,120,75.9
20 - 21 School Year,62,Newaygo County RESA,62060,Hesperia Community Schools,00000,All Buildings,62,Newaygo,LEA District,Rural: Distant,Greater West Michigan Region,8,< 10,9.1,40,90.9,< 10,14.9,40,85.1,33,30.6,75,69.4
20 - 21 School Year,62,Newaygo County RESA,62070,Newaygo Public School District,00000,All Buildings,62,Newaygo,LEA District,Town: Distant,Greater West Michigan Region,8,20,33.9,39,66.1,17,20.2,67,79.8,61,38.1,99,61.9
20 - 21 School Year,62,Newaygo County RESA,62090,White Cloud Public Schools,00000,All Buildings,62,Newaygo,LEA District,Rural: Distant,Greater West Michigan Region,8,< 10,21.4,33,78.6,< 10,13,40,87,24,22.2,84,77.8
20 - 21 School Year,62,Newaygo County RESA,62470,Big Jackson School District,00000,All Buildings,62,Newaygo,LEA District,Rural: Distant,Greater West Michigan Region,8,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,41925,Michigan Virtual Charter Academy,00000,All Buildings,63,Oakland,PSA District,Suburb: Large,Oakland Region,5,< 10,18.2,< 10,81.8,< 10,15.9,37,84.1,29,30.2,67,69.8
20 - 21 School Year,63,Oakland Schools,63000,Oakland Schools  - District created from ISD,00000,All Buildings,63,Oakland,ISD District,Suburb: Large,Oakland Region,5,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,93,89.4,11,10.6
20 - 21 School Year,63,Oakland Schools,63010,Birmingham Public Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,54,39.7,82,60.3,54,25.4,159,74.6,74,50.7,72,49.3
20 - 21 School Year,63,Oakland Schools,63020,Ferndale Public Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,15,25.9,43,74.1,< 10,5.5,69,94.5,32,19.8,130,80.2
20 - 21 School Year,63,Oakland Schools,63030,Pontiac City School District,00000,All Buildings,63,Oakland,LEA District,City: Small,Oakland Region,5,< 10,6.3,74,93.7,11,11,89,89,32,18.2,144,81.8
20 - 21 School Year,63,Oakland Schools,63040,Royal Oak Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,33,36.3,58,63.7,18,22.2,63,77.8,39,31,87,69
20 - 21 School Year,63,Oakland Schools,63050,Berkley School District,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,23,36.5,40,63.5,16,27.1,43,72.9,39,43.3,51,56.7
20 - 21 School Year,63,Oakland Schools,63060,Southfield Public School District,00000,All Buildings,63,Oakland,LEA District,City: Small,Oakland Region,5,15,22.4,52,77.6,10,17.5,47,82.5,36,34.6,68,65.4
20 - 21 School Year,63,Oakland Schools,63070,Avondale School District,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,27,29.7,64,70.3,15,20.8,57,79.2,42,34.4,80,65.6
20 - 21 School Year,63,Oakland Schools,63080,Bloomfield Hills Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,28,54.9,23,45.1,18,30.5,41,69.5,42,44.7,52,55.3
20 - 21 School Year,63,Oakland Schools,63090,Clarenceville School District,00000,All Buildings,63,Oakland,LEA District,City: Small,Oakland Region,5,30,37.5,50,62.5,< 10,6.8,69,93.2,35,32.4,73,67.6
20 - 21 School Year,63,Oakland Schools,63100,Novi Community School District,00000,All Buildings,63,Oakland,LEA District,City: Small,Oakland Region,5,83,61.9,51,38.1,61,66.3,31,33.7,82,54.7,68,45.3
20 - 21 School Year,63,Oakland Schools,63110,Oxford Community Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,90,46.4,104,53.6,67,31.9,143,68.1,389,50.1,387,49.9
20 - 21 School Year,63,Oakland Schools,63130,"Hazel Park, School District of the City of",00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,14,14.9,80,85.1,< 10,11.4,62,88.6,18,10.1,160,89.9
20 - 21 School Year,63,Oakland Schools,63140,Madison District Public Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,< 10,9.5,38,90.5,< 10,10,27,90,24,19.7,98,80.3
20 - 21 School Year,63,Oakland Schools,63150,Troy School District,00000,All Buildings,63,Oakland,LEA District,City: Small,Oakland Region,5,114,43.5,148,56.5,39,47,44,53,172,58.5,122,41.5
20 - 21 School Year,63,Oakland Schools,63160,West Bloomfield School District,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,34,26.4,95,73.6,52,30.8,117,69.2,117,35.9,209,64.1
20 - 21 School Year,63,Oakland Schools,63180,Brandon School District in the Counties of Oakland and Lapeer,00000,All Buildings,63,Oakland,LEA District,Rural: Fringe,Oakland Region,5,35,38,57,62,40,33.3,80,66.7,82,34.5,156,65.5
20 - 21 School Year,63,Oakland Schools,63190,Clarkston Community School District,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,70,32.9,143,67.1,130,50.2,129,49.8,196,35.1,362,64.9
20 - 21 School Year,63,Oakland Schools,63200,Farmington Public School District,00000,All Buildings,63,Oakland,LEA District,City: Small,Oakland Region,5,87,40.1,130,59.9,44,29.3,106,70.7,130,37.4,218,62.6
20 - 21 School Year,63,Oakland Schools,63210,Holly Area School District,00000,All Buildings,63,Oakland,LEA District,Town: Fringe,Oakland Region,5,83,46.1,97,53.9,21,13.4,136,86.6,102,34.9,190,65.1
20 - 21 School Year,63,Oakland Schools,63220,Huron Valley Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,84,32.1,178,67.9,91,26.8,249,73.2,160,27.4,424,72.6
20 - 21 School Year,63,Oakland Schools,63230,Lake Orion Community Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,37,26.4,103,73.6,26,23.2,86,76.8,74,36.3,130,63.7
20 - 21 School Year,63,Oakland Schools,63240,South Lyon Community Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Midsize,Oakland Region,5,138,40.8,200,59.2,98,26.2,276,73.8,147,33.7,289,66.3
20 - 21 School Year,63,Oakland Schools,63250,"Oak Park, School District of the City of",00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,< 10,< 5,43,> 95,< 10,6,79,94,17,6.3,251,93.7
20 - 21 School Year,63,Oakland Schools,63260,Rochester Community School District,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,111,41.7,155,58.3,402,59,279,41,197,49,205,51
20 - 21 School Year,63,Oakland Schools,63270,Clawson Public Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,26,38.8,41,61.2,17,25,51,75,11,23.9,35,76.1
20 - 21 School Year,63,Oakland Schools,63280,Lamphere Public Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,27,35.1,50,64.9,28,27.2,75,72.8,58,36.3,102,63.8
20 - 21 School Year,63,Oakland Schools,63290,Walled Lake Consolidated Schools,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,185,39.2,287,60.8,133,31.7,287,68.3,291,43.8,373,56.2
20 - 21 School Year,63,Oakland Schools,63300,Waterford School District,00000,All Buildings,63,Oakland,LEA District,Suburb: Large,Oakland Region,5,102,32.9,208,67.1,74,26.5,205,73.5,94,22.8,318,77.2
20 - 21 School Year,63,Oakland Schools,63900,Oakland County Academy of Media & Technology,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,< 10,< 5,< 10,> 95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63901,AGBU Alex-Marie Manoogian School,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,< 10,53.8,< 10,46.2,< 10,47.1,< 10,52.9,21,43.8,27,56.3
20 - 21 School Year,63,Oakland Schools,63906,Pontiac Academy for Excellence,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,< 10,< 10,< 10,< 10,< 10,< 5,< 10,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63909,Oakside Prep Academy,00000,All Buildings,63,Oakland,PSA District,Suburb: Large,Oakland Region,5,17,24.6,52,75.4,< 10,9.1,50,90.9,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63910,Dr. Joseph F. Pollack Academic Center of Excellence,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,< 10,9.5,57,90.5,< 10,< 5,66,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63911,Holly Academy,00000,All Buildings,63,Oakland,PSA District,Town: Fringe,Oakland Region,5,10,41.7,14,58.3,< 10,18.2,18,81.8,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63913,Walton Charter Academy,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,20,27.8,52,72.2,19,26,54,74,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63915,Arts and Technology Academy of Pontiac,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,< 10,13.6,19,86.4
20 - 21 School Year,63,Oakland Schools,63917,Bradford Academy,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,< 10,5.4,53,94.6,< 10,< 5,30,> 95,< 10,12.5,21,87.5
20 - 21 School Year,63,Oakland Schools,63918,Laurus Academy,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,< 10,16.7,25,83.3,< 10,14.3,36,85.7,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63920,Flex High School of Pontiac,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10
20 - 21 School Year,63,Oakland Schools,63921,Crescent Academy,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,< 10,14.3,< 10,85.7,< 10,7.7,12,92.3,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63923,Four Corners Montessori Academy,00000,All Buildings,63,Oakland,PSA District,Suburb: Large,Oakland Region,5,< 10,38.5,< 10,61.5,< 10,20,12,80,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63926,Faxon Academy,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63928,Momentum Academy,00000,All Buildings,63,Oakland,PSA District,Suburb: Large,Oakland Region,5,< 10,15.4,22,84.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63929,Waterford Montessori Academy,00000,All Buildings,63,Oakland,PSA District,Suburb: Large,Oakland Region,5,14,32.6,29,67.4,< 10,33.3,< 10,66.7,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63931,Oakland FlexTech High School,00000,All Buildings,63,Oakland,PSA District,City: Small,Oakland Region,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,11.1,16,88.9
20 - 21 School Year,63,Oakland Schools,63934,Kingsbury Country Day School,00000,All Buildings,63,Oakland,PSA District,Rural: Fringe,Oakland Region,5,15,55.6,12,44.4,< 10,53.3,< 10,46.7,N/A,N/A,N/A,N/A
20 - 21 School Year,63,Oakland Schools,63938,Keys Grace Academy,00000,All Buildings,63,Oakland,PSA District,Suburb: Large,Oakland Region,5,< 10,< 5,27,> 95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
